state,bill_id,bill_number,title,date,status,session,link
LA,2020836,HB608,Creates the Louisiana Atmospheric Protection Act (EG NO IMPACT See Note),2025-04-04,1,2025 Regular Session,https://legiscan.com/LA/bill/2020836
LA,2020132,SB122,Provides relative to the Louisiana State Licensing Board for Contractors. (8/1/25),2025-04-03,4,2025 Regular Session,https://legiscan.com/LA/bill/2020132
MN,2019254,SF3265,Sales and use tax exemption for data centers repeal,2025-04-03,1,94th Legislature 2025-2026,https://legiscan.com/MN/bill/2019254
AR,2019959,HB1982,To Amend The Used Tire Recycling And Accountability Act; To Create The Tire Management And Recycling Act; To Repeal The Used Tire Recycling Fund; And To Create The Waste Tire Abatement Fund.,2025-04-03,6,95th General Assembly (2025 Regular),https://legiscan.com/AR/bill/2019959
LA,2019509,HB353,Provides relative to carbon dioxide sequestration (OR INCREASE SD EX See Note),2025-04-03,1,2025 Regular Session,https://legiscan.com/LA/bill/2019509
AR,2020058,SB627,"To Assist The Administration Of The Code Enforcement Section Of The Department Of Labor And Licensing And The State&#x27;s Electrician, Hvacr, Elevator, And Boiler Safety Laws.",2025-04-03,4,95th General Assembly (2025 Regular),https://legiscan.com/AR/bill/2020058
MN,2019299,SF3289,Revisor's bill,2025-04-03,1,94th Legislature 2025-2026,https://legiscan.com/MN/bill/2019299
LA,2019201,SB79,Provides relative to requirements of industrial areas. (8/1/25) (EN NO IMPACT LF RV See Note),2025-04-02,4,2025 Regular Session,https://legiscan.com/LA/bill/2019201
AR,2019295,HB1980,To Create The Technology And Energy For Sustainable Logistics Act (tesla); And To Add Electric Vehicle Charging Stations To The Definition Of &quot;critical Infrastructure&quot;.,2025-04-02,6,95th General Assembly (2025 Regular),https://legiscan.com/AR/bill/2019295
AR,2019361,SB615,To Amend The Law Concerning Energy; And To Regulate Nonexport Facilities.,2025-04-02,6,95th General Assembly (2025 Regular),https://legiscan.com/AR/bill/2019361
AR,2018579,SB606,To Amend The Used Tire Recycling And Accountability Act; To Create The Tire Management And Recycling Act; To Repeal The Used Tire Recycling Fund; And To Create The Waste Tire Abatement Fund.,2025-04-01,6,95th General Assembly (2025 Regular),https://legiscan.com/AR/bill/2018579
AR,2018186,HB1958,To Require Public Entities To Create A Policy Concerning The Authorized Use Of Artificial Intelligence.,2025-04-01,4,95th General Assembly (2025 Regular),https://legiscan.com/AR/bill/2018186
MN,2018087,HF2986,"Additional information in a public utility's resource plan required, public utilities directed to file a virtual power plant tariff and program with the Minnesota Public Utilities Commission, cost recovery provided, and reports required.",2025-04-01,1,94th Legislature 2025-2026,https://legiscan.com/MN/bill/2018087
LA,2017841,HB244,"Provides relative to electronic monitoring (OR +$3,849,837 GF EX See Note)",2025-04-01,1,2025 Regular Session,https://legiscan.com/LA/bill/2017841
MN,2017133,SF3209,Additional information requirement in a public utility's resource plan,2025-04-01,1,94th Legislature 2025-2026,https://legiscan.com/MN/bill/2017133
MN,2018360,HF3022,"Miscellaneous technical corrections made to laws and statutes; erroneous, obsolete, and omitted text and references corrected; redundant, conflicting, and superseded provisions removed; and style and form changes made.",2025-04-01,4,94th Legislature 2025-2026,https://legiscan.com/MN/bill/2018360
LA,2017151,HB183,"Provides for the inspection of assessment lists, challenges to the correctness of assessments, and reviews by boards of review and the La Tax Commission (EG NO IMPACT See Note)",2025-03-31,1,2025 Regular Session,https://legiscan.com/LA/bill/2017151
LA,2017119,SB41,Provides relative to child welfare. (See Act) (EN INCREASE GF EX See Note),2025-03-31,4,2025 Regular Session,https://legiscan.com/LA/bill/2017119
AR,2017519,SB596,To Amend The Law Regarding Energy; To Establish A State Energy Policy; To Regulate Retirement Of Dispatchable Electric Generation Facilities; And To Declare An Emergency.,2025-03-31,4,95th General Assembly (2025 Regular),https://legiscan.com/AR/bill/2017519
MT,2016882,SB558,Provide a general statewide sales tax to replace school property taxes,2025-03-31,6,2025 Regular Session,https://legiscan.com/MT/bill/2016882
LA,2016482,SB22,Creates the crime of theft of critical infrastructure. (8/1/25) (EN SEE FISC NOTE GF EX),2025-03-28,4,2025 Regular Session,https://legiscan.com/LA/bill/2016482
MT,2016390,HB915,Revise taxation of certain wind generation facilities,2025-03-28,6,2025 Regular Session,https://legiscan.com/MT/bill/2016390
WI,2015821,SB166,Consumer data protection and providing a penalty. (FE),2025-03-27,1,2025-2026 Regular Session,https://legiscan.com/WI/bill/2015821
MN,2015895,HF2928,"Preapplication filings for large water appropriation projects required, permit application information for large water appropriation projects added, level of environmental review for data centers specified, data centers exempted from making financial contributions to an energy conservation and optimization plan, and other data center provisions modified.",2025-03-27,1,94th Legislature 2025-2026,https://legiscan.com/MN/bill/2015895
AR,2015619,SB567,To Amend And Modernize The Law Concerning The Apportionment Of Income Derived From Multistate Operations; And To Change The Method For Sourcing Of Receipts For Services And Intangibles.,2025-03-27,4,95th General Assembly (2025 Regular),https://legiscan.com/AR/bill/2015619
AR,2015538,SB568,To Amend The Law Concerning The Taxes Applicable To Lithium Extraction And Development; To Provide A Sales And Use Tax Exemption For Lithium Resource Development; And To Amend The Law Concerning The Severance Tax On Lithium.,2025-03-27,4,95th General Assembly (2025 Regular),https://legiscan.com/AR/bill/2015538
WI,2015915,SJR20,Honoring the life and public service of Representative Jim Soletski.,2025-03-27,1,2025-2026 Regular Session,https://legiscan.com/WI/bill/2015915
MT,2014818,HB877,Establish the Montana data center development act,2025-03-26,6,2025 Regular Session,https://legiscan.com/MT/bill/2014818
MT,2015410,SB553,Generally revise state policy laws,2025-03-26,4,2025 Regular Session,https://legiscan.com/MT/bill/2015410
AR,2015236,HR1096,"To Recognize And Support The Role Advanced Energy Plays In Securing Energy Independence, Fostering Economic Prosperity, And Enhancing The State&#x2019;s Energy Resilience.",2025-03-26,1,95th General Assembly (2025 Regular),https://legiscan.com/AR/bill/2015236
AR,2015037,HB1892,To Amend The Law Concerning Energy; To Regulate Nonexport Facilities; And To Prohibit Discrimination Against Nonexport Facilities.,2025-03-26,6,95th General Assembly (2025 Regular),https://legiscan.com/AR/bill/2015037
MN,2015100,HF2862,Certificate of need exemption provided to certain electric generating facilities.,2025-03-26,1,94th Legislature 2025-2026,https://legiscan.com/MN/bill/2015100
MT,2013834,SB540,Revise taxation of class 17 property,2025-03-25,6,2025 Regular Session,https://legiscan.com/MT/bill/2013834
IA,2014007,HSB322,"A bill for an act providing for the processing of organic material into renewable fuel and digestate, providing fees, and providing penalties.(See HF 987.)",2025-03-25,1,91st General Assembly,https://legiscan.com/IA/bill/2014007
LA,2013118,HB103,Creates the crime of indecent visual depiction of a minor (OR SEE FISC NOTE GF EX),2025-03-24,1,2025 Regular Session,https://legiscan.com/LA/bill/2013118
IA,2013366,HF976,"A bill for an act relating to the administration of the tax by the department of revenue by modifying provisions related to personal income, property, sales and use, motor fuel, and inheritance taxes, changing tax expenditure reviews, and including effective date and retroactive applicability provisions. (Formerly HSB 89.) Effective date: 06/06/2025, 07/01/2025, 01/01/2026. Applicability date: 01/01/2024, 01/01/2025, 01/01/2026.",2025-03-24,4,91st General Assembly,https://legiscan.com/IA/bill/2013366
AR,2011883,SB533,To Provide For The Regulation Of Consumable Hemp Products By The Arkansas Tobacco Control Board; And To Amend The Arkansas Law To Allow Regulation And Purchase Of Consumable Hemp Products.,2025-03-20,4,95th General Assembly (2025 Regular),https://legiscan.com/AR/bill/2011883
MN,2011341,SF2710,"""Carbon free"" definition modification",2025-03-20,1,94th Legislature 2025-2026,https://legiscan.com/MN/bill/2011341
MI,2011776,HB4283,"Energy: alternative sources; electricity generated from RICE generators; authorize use of to meet renewable and clean energy standards. Amends secs. 28, 29 & 32 of 2008 PA 295 (MCL 460.1028 et seq.) & adds sec. 34.",2025-03-20,2,103rd Legislature,https://legiscan.com/MI/bill/2011776
MT,2012179,SB534,Provide property tax exemption for wireless infrastructure,2025-03-20,4,2025 Regular Session,https://legiscan.com/MT/bill/2012179
IA,2010900,SF614,"A bill for an act relating to the administration of the tax by the department of revenue by modifying provisions related to personal income, property, sales and use, motor fuel, and inheritance taxes, changing tax expenditure reviews, and including effective date and retroactive applicability provisions.(Formerly SSB 1156.)",2025-03-19,1,91st General Assembly,https://legiscan.com/IA/bill/2010900
IA,2010029,HSB320,A bill for an act allowing local governments to establish economic property assessed capital expenditure programs.,2025-03-18,1,91st General Assembly,https://legiscan.com/IA/bill/2010029
MI,2009735,SB0181,"Appropriations: department of environment, Great Lakes, and energy; appropriations for fiscal year 2025-2026; provide for. Creates appropriation act.",2025-03-18,2,103rd Legislature,https://legiscan.com/MI/bill/2009735
MI,2009999,HB4257,Environmental protection: solid waste; anaerobic digestion and digestate; define. Amends secs. 11502 & 11503 of 1994 PA 451 (MCL 324.11502 & 324.11503). TIE BAR WITH: HB 4265'25,2025-03-18,2,103rd Legislature,https://legiscan.com/MI/bill/2009999
MI,2010016,HB4265,Environmental protection: solid waste; reporting and compliance requirements for anaerobic digesters; modify. Amends secs. 11506 & 11568 of 1994 PA 451 (MCL 324.11506 & 324.11568). TIE BAR WITH: HB 4257'25,2025-03-18,2,103rd Legislature,https://legiscan.com/MI/bill/2010016
LA,2008835,HB76,Creates the crime of felony intentional infection of a sexually transmitted disease (RE SEE FISC NOTE GF EX),2025-03-17,2,2025 Regular Session,https://legiscan.com/LA/bill/2008835
MN,2008982,HF2442,Climate and energy finance bill.,2025-03-17,2,94th Legislature 2025-2026,https://legiscan.com/MN/bill/2008982
MN,2009347,HF2443,Commerce policy and finance bill.,2025-03-17,1,94th Legislature 2025-2026,https://legiscan.com/MN/bill/2009347
AR,2009414,SB493,To Transfer And Consolidate The Duties Of Trade-related Boards To The Code Enforcement Licensing Board; And To Declare An Emergency.,2025-03-17,6,95th General Assembly (2025 Regular),https://legiscan.com/AR/bill/2009414
MN,2008136,SF2664,Local government and Tribal approval for all solar projects requirement,2025-03-17,1,94th Legislature 2025-2026,https://legiscan.com/MN/bill/2008136
WI,2009550,AB140,Limitations on the total value of taxable property that may be included in a tax incremental financing district created in the city of Port Washington. (FE),2025-03-17,4,2025-2026 Regular Session,https://legiscan.com/WI/bill/2009550
AR,2008724,SB466,To Place A Moratorium On Certain Heights Of Wind Power Devices; To Require The Arkansas State Game And Fish Commission To Study On The Effects Of Wind Power Devices; And To Declare An Emergency.,2025-03-17,6,95th General Assembly (2025 Regular),https://legiscan.com/AR/bill/2008724
AR,2009211,HB1813,To Adopt The Fair And Efficient Transmission Compact.,2025-03-17,1,95th General Assembly (2025 Regular),https://legiscan.com/AR/bill/2009211
TX,2008513,HB5576,"Relating to certain best management practices and to certain requirements for the design, construction, and operation of certain wind and solar power facilities in this state.",2025-03-14,1,89th Legislature Regular Session,https://legiscan.com/TX/bill/2008513
TX,2008206,HB5482,Relating to renewable energy generation and energy storage facilities.,2025-03-14,1,89th Legislature Regular Session,https://legiscan.com/TX/bill/2008206
TX,2008467,HB5617,Relating to the utilization of the Texas Energy Fund to support dispatchable electric generation using treated fluid oil and gas waste.,2025-03-14,1,89th Legislature Regular Session,https://legiscan.com/TX/bill/2008467
WI,2008023,SB124,"Creating a board to organize, promote, and host a Wisconsin nuclear power summit. (FE)",2025-03-14,4,2025-2026 Regular Session,https://legiscan.com/WI/bill/2008023
TX,2008328,HB5568,Relating to the authority of the Railroad Commission of Texas to designate certain persons as the operator of an orphaned oil or gas well.,2025-03-14,1,89th Legislature Regular Session,https://legiscan.com/TX/bill/2008328
TX,2008432,HB5633,Relating to the operation of Texas backup power packages.,2025-03-14,1,89th Legislature Regular Session,https://legiscan.com/TX/bill/2008432
TX,2007292,SB2810,Relating to the utilization of the Texas Energy Fund to support dispatchable electric generation using treated fluid oil and gas waste.,2025-03-14,1,89th Legislature Regular Session,https://legiscan.com/TX/bill/2007292
WI,2007625,SB128,Programs and requirements to address PFAS.,2025-03-14,1,2025-2026 Regular Session,https://legiscan.com/WI/bill/2007625
TX,2007693,HB5454,Relating to the authority of a county to regulate certain land uses.,2025-03-14,1,89th Legislature Regular Session,https://legiscan.com/TX/bill/2007693
TX,2008326,HB5572,Relating to energy storage facilities.,2025-03-14,1,89th Legislature Regular Session,https://legiscan.com/TX/bill/2008326
LA,2007785,HB62,Authorizes parish governing authorities to create commercial property assessed capital expenditure and resilience programs (OR SEE FISC NOTE LF EX),2025-03-14,1,2025 Regular Session,https://legiscan.com/LA/bill/2007785
WI,2007842,SB125,A nuclear power siting study and time limits for taking final action on certain certificate of public convenience and necessity applications. (FE),2025-03-14,4,2025-2026 Regular Session,https://legiscan.com/WI/bill/2007842
TX,2005862,HB4817,Relating to reliability requirements and associated locational marginal pricing for certain electric generation facilities.,2025-03-13,1,89th Legislature Regular Session,https://legiscan.com/TX/bill/2005862
WI,2006749,AB131,Programs and requirements to address PFAS.,2025-03-13,1,2025-2026 Regular Session,https://legiscan.com/WI/bill/2006749
TX,2005964,HB4725,"Relating to a sales tax exemption for the sale, lease, or installation of distributed energy systems for residential and business use.",2025-03-13,1,89th Legislature Regular Session,https://legiscan.com/TX/bill/2005964
TX,2006689,SB2657,Relating to the inclusion of recycling or disposal provisions in certain lease agreements of wind or solar power facilities.,2025-03-13,1,89th Legislature Regular Session,https://legiscan.com/TX/bill/2006689
TX,2006638,SB2659,Relating to recycling of certain renewable energy components; authorizing an administrative penalty.,2025-03-13,1,89th Legislature Regular Session,https://legiscan.com/TX/bill/2006638
AR,2006309,SB455,To Allow Regulation Of Hemp Products By Arkansas Tobacco Control; And To Amend The Uniform Controlled Substances Act To Remove Certain Substances That Are Defined As Hemp Products.,2025-03-13,6,95th General Assembly (2025 Regular),https://legiscan.com/AR/bill/2006309
IA,2006224,HSB317,A bill for an act relating to the siting and operation of renewable electric power generating facilities.,2025-03-13,1,91st General Assembly,https://legiscan.com/IA/bill/2006224
AR,2006183,SB452,Concerning Certain Contracts For Maintenance Or Recycling Of Wind Turbines Under Certain Circumstances.,2025-03-13,6,95th General Assembly (2025 Regular),https://legiscan.com/AR/bill/2006183
AR,2002534,SB437,To Create The Arkansas Wind Energy Development Act.,2025-03-12,4,95th General Assembly (2025 Regular),https://legiscan.com/AR/bill/2002534
AR,2003048,SB439,To Amend The Duties Of The Secretary Of The Department Of Labor And Licensing; And To Amend Portions Of Arkansas Code Which Resulted From Initiated Act 1 Of 1914.,2025-03-12,4,95th General Assembly (2025 Regular),https://legiscan.com/AR/bill/2003048
TX,2005124,HB4577,Relating to the reliability of the ERCOT power grid.,2025-03-12,1,89th Legislature Regular Session,https://legiscan.com/TX/bill/2005124
IA,2000692,HF943,A bill for an act relating to the exercise of eminent domain for the construction of hazardous liquid pipelines and including effective date and applicability provisions.(Formerly HSB 287.),2025-03-12,2,91st General Assembly,https://legiscan.com/IA/bill/2000692
AR,2005023,SB448,"To Authorize The Financing Of Energy Efficiency Improvements, Alternative Energy Improvements, Building Resiliency Improvements, And Water Conservation Improvements. ",2025-03-12,4,95th General Assembly (2025 Regular),https://legiscan.com/AR/bill/2005023
TX,1999656,HB4363,Relating to battery energy storage facilities; authorizing fees.,2025-03-11,1,89th Legislature Regular Session,https://legiscan.com/TX/bill/1999656
AR,2000236,HB1746,To Amend The Uniform Commercial Code.,2025-03-11,4,95th General Assembly (2025 Regular),https://legiscan.com/AR/bill/2000236
SD,2000048,SB220,"Appropriate money for the ordinary expenses of the legislative, judicial, and executive departments of the state, the current expenses of state institutions, interest on the public debt, and common schools.",2025-03-11,4,2025 Regular Session,https://legiscan.com/SD/bill/2000048
MI,2000027,HB4203,"Traffic control: traffic regulation; seasonal weight restrictions; revise exemption for tow truck, wrecker, or road service vehicles under certain circumstances. Amends sec. 722 of 1949 PA 300 (MCL 257.722).",2025-03-11,2,103rd Legislature,https://legiscan.com/MI/bill/2000027
WI,2000107,AB108,A nuclear power siting study and time limits for taking final action on certain certificate of public convenience and necessity applications. (FE),2025-03-11,1,2025-2026 Regular Session,https://legiscan.com/WI/bill/2000107
WI,2000212,AB106,Exempting certain electric vehicle charging stations located at a residence from the electric vehicle charging tax. (FE),2025-03-11,1,2025-2026 Regular Session,https://legiscan.com/WI/bill/2000212
AR,1996481,HB1722,To Provide For The Regulation Of Hemp-derived Products By The Arkansas Tobacco Control Board; To Amend The Arkansas Law To Allow The Regulation And Purchase Of Hemp-derived Products; And To Declare An Emergency.,2025-03-10,6,95th General Assembly (2025 Regular),https://legiscan.com/AR/bill/1996481
AR,1996743,SB417,To Amend Various Laws Related To Higher Education.,2025-03-10,4,95th General Assembly (2025 Regular),https://legiscan.com/AR/bill/1996743
IA,1996168,SF585,"A bill for an act relating to energy systems by modifying electric power generation, energy storage, and transmission facility ratemaking principles, creating tariffs for public utility innovation programs, implementing land restoration standards, including right of first refusal, modifying the energy infrastructure revolving loan program, and creating regulations for anaerobic digester systems, making appropriations, providing penalties, and including effective date and applicability provisions.(Formerly SSB 1112.)",2025-03-10,1,91st General Assembly,https://legiscan.com/IA/bill/1996168
MN,1994782,SF2374,Omnibus Tax bill,2025-03-10,1,94th Legislature 2025-2026,https://legiscan.com/MN/bill/1994782
MN,1994817,SF2393,"Omnibus, Energy, Utilities, Environment and Climate policy and appropriations",2025-03-10,1,94th Legislature 2025-2026,https://legiscan.com/MN/bill/1994817
MN,1995002,SF2369,Renewable development account repeal; solar production initiative program sunset establishment; appropriating money,2025-03-10,1,94th Legislature 2025-2026,https://legiscan.com/MN/bill/1995002
IA,1994670,HF860,A bill for an act prohibiting state and local regulations on fuel-powered equipment based on the equipment's fuel source. (Formerly HSB 214.) Effective date: 07/01/2025.,2025-03-07,4,91st General Assembly,https://legiscan.com/IA/bill/1994670
IA,1994436,HF834,"A bill for an act relating to energy systems by modifying electric power generation, energy storage, and transmission facility ratemaking principles, creating tariffs for public utility innovation programs, implementing land restoration standards, including right of first refusal, modifying the energy infrastructure revolving loan program, and creating regulations for anaerobic digester systems, making appropriations, providing penalties, and including effective date and applicability provisions.(Formerly HSB 123.)",2025-03-07,1,91st General Assembly,https://legiscan.com/IA/bill/1994436
WI,1994960,SB96,Exempting certain electric vehicle charging stations located at a residence from the electric vehicle charging tax. (FE),2025-03-07,2,2025-2026 Regular Session,https://legiscan.com/WI/bill/1994960
TX,1994669,HB4057,Relating to the authority of a taxing unit to enter into an agreement to exempt from ad valorem taxation a portion of the value of property on which a renewable energy facility is located or is planned to be located.,2025-03-07,1,89th Legislature Regular Session,https://legiscan.com/TX/bill/1994669
IA,1993352,HSB305,"A bill for an act relating to matters under the purview of the Iowa economic development authority, including tax credit limits, targeted jobs tax credits, and the major economic growth attraction program; creation of the business incentives for growth program, the seed investor tax credit program, the Iowa film production incentive program, the research and development tax credit program, and the sustainable aviation fuel production tax credit program; elimination of the high quality jobs program, the investments in qualifying businesses tax credit, employer child care tax credits, assistive device tax credits, endow Iowa tax credits, and research activities tax credits; and including effective date provisions and criminal penalties.(See HF 1054.)",2025-03-06,1,91st General Assembly,https://legiscan.com/IA/bill/1993352
IA,1993424,SF545,"A bill for an act providing for the implementation of battery stewardship plans, making appropriations, and providing penalties.(Formerly SSB 1196.)",2025-03-06,1,91st General Assembly,https://legiscan.com/IA/bill/1993424
IA,1993260,HF827,"A bill for an act relating to the use of an electronic device in a voice-activated or hands-free mode while driving, providing penalties, and making penalties applicable.(Formerly HSB 64.)",2025-03-06,1,91st General Assembly,https://legiscan.com/IA/bill/1993260
TX,1994058,SB2021,Relating to the interconnection and integration of distributed energy resources.,2025-03-06,1,89th Legislature Regular Session,https://legiscan.com/TX/bill/1994058
TX,1993217,SB1979,Relating to renewable energy generation facilities; authorizing fees.,2025-03-06,1,89th Legislature Regular Session,https://legiscan.com/TX/bill/1993217
TX,1993343,HB3904,Relating to billing and payments associated with distributed renewable generation.,2025-03-06,1,89th Legislature Regular Session,https://legiscan.com/TX/bill/1993343
MN,1992584,SF2216,Omnibus Commerce and Consumer Protections policy and appropriations,2025-03-06,2,94th Legislature 2025-2026,https://legiscan.com/MN/bill/1992584
TX,1991616,HB3809,Relating to the removal of battery energy storage facilities.,2025-03-05,4,89th Legislature Regular Session,https://legiscan.com/TX/bill/1991616
TX,1992162,HB3824,Relating to fire safety standards and emergency operations plans for the operation of battery energy storage facilities; providing administrative penalties.,2025-03-05,4,89th Legislature Regular Session,https://legiscan.com/TX/bill/1992162
TX,1992861,HB3868,Relating to programs established and funded under the Texas emissions reduction plan.,2025-03-05,1,89th Legislature Regular Session,https://legiscan.com/TX/bill/1992861
IA,1991928,HF756,"A bill for an act relating to matters under the purview of the department of management, making appropriations, and including applicability provisions.(Formerly HSB 72; See HF 1028.)",2025-03-05,1,91st General Assembly,https://legiscan.com/IA/bill/1991928
AR,1992200,SB392,To Amend Arkansas Law Concerning The Classification And Compensation Of State Employees; And To Declare An Emergency.,2025-03-05,4,95th General Assembly (2025 Regular),https://legiscan.com/AR/bill/1992200
IA,1990813,HSB287,A bill for an act relating to the exercise of eminent domain for the construction of hazardous liquid pipelines and including effective date and applicability provisions.(See HF 943.),2025-03-04,1,91st General Assembly,https://legiscan.com/IA/bill/1990813
IA,1990880,HF726,"A bill for an act providing for the implementation of battery stewardship plans, making appropriations, and providing penalties.",2025-03-04,1,91st General Assembly,https://legiscan.com/IA/bill/1990880
AR,1991253,HB1680,To Prevent A Foreign-party-controlled Business From Leasing Land; And To Prohibit A Prohibited Foreign Party From Holding An Interest In Real Property Or Agricultural Land In Certain Circumstances.,2025-03-04,4,95th General Assembly (2025 Regular),https://legiscan.com/AR/bill/1991253
AR,1990834,SB368,"To Amend The Law Concerning Mineral, Timber, And Other Resources On State Lands; To Reduce Membership Of The Natural Resources Committee; And To Amend The Notification Related To Leases And Permits.",2025-03-04,4,95th General Assembly (2025 Regular),https://legiscan.com/AR/bill/1990834
IA,1991186,SSB1205,"A bill for an act relating to matters under the purview of the Iowa economic development authority, including tax credit limits, targeted jobs tax credits, and the major economic growth attraction program; creation of the business incentives for growth program, the seed investor tax credit program, the Iowa film production incentive program, the research and development tax credit program, and the sustainable aviation fuel production tax credit program; elimination of the high quality jobs program, the investments in qualifying businesses tax credit, employer child care tax credits, assistive device tax credits, endow Iowa tax credits, and research activities tax credits; and including effective date provisions and criminal penalties.(See SF 657.)",2025-03-04,1,91st General Assembly,https://legiscan.com/IA/bill/1991186
TX,1990185,SB1824,Relating to the removal of battery energy storage facilities.,2025-03-03,1,89th Legislature Regular Session,https://legiscan.com/TX/bill/1990185
TX,1989348,HB3580,Relating to renewable energy generation facilities.,2025-03-03,1,89th Legislature Regular Session,https://legiscan.com/TX/bill/1989348
MN,1989029,SF2077,Omnibus Environment and Natural Resources appropriations,2025-03-03,2,94th Legislature 2025-2026,https://legiscan.com/MN/bill/1989029
IA,1990053,SSB1196,"A bill for an act providing for the implementation of battery stewardship plans, making appropriations, and providing penalties.(See SF 545.)",2025-03-03,1,91st General Assembly,https://legiscan.com/IA/bill/1990053
AR,1990223,SB358,To Amend Various Laws Related To Higher Education.,2025-03-03,1,95th General Assembly (2025 Regular),https://legiscan.com/AR/bill/1990223
WI,1988580,AB80,Ratification of the Social Work Licensure Compact. (FE),2025-02-28,2,2025-2026 Regular Session,https://legiscan.com/WI/bill/1988580
IA,1988407,HF639,"A bill for an act relating to hazardous liquid pipelines, including common carrier requirements, proceedings under the Iowa utilities commission, including commission member attendance at hearings and informational meetings, including allowing certain persons to intervene in such proceedings, including sanctions on intervenors in contested cases, and permit, permit renewal, and operation limitations, and including effective date and applicability provisions. (Formerly HF 240.) Vetoed 6-11-25.",2025-02-28,5,91st General Assembly,https://legiscan.com/IA/bill/1988407
TX,1988846,SB1762,Relating to the authority of the Railroad Commission of Texas to designate certain persons as the operator of an orphaned oil or gas well.,2025-02-28,4,89th Legislature Regular Session,https://legiscan.com/TX/bill/1988846
TX,1989104,HB3568,Relating to the interconnection of wind or solar power facilities that use critical electric grid equipment purchased from certain companies.,2025-02-28,1,89th Legislature Regular Session,https://legiscan.com/TX/bill/1989104
TX,1988526,SB1754,Relating to the authority of a taxing unit to enter into an agreement to exempt from ad valorem taxation a portion of the value of property on which a renewable energy facility is located or is planned to be located.,2025-02-28,2,89th Legislature Regular Session,https://legiscan.com/TX/bill/1988526
IA,1988296,HF625,A bill for an act providing for the future repeal of tax credits.,2025-02-28,1,91st General Assembly,https://legiscan.com/IA/bill/1988296
TX,1987262,SB1697,Relating to a customer guide to home solar energy devices.,2025-02-27,4,89th Legislature Regular Session,https://legiscan.com/TX/bill/1987262
MO,1987226,SB819,Authorizes a sales tax exemption for feminine hygiene products,2025-02-27,1,2025 Regular Session,https://legiscan.com/MO/bill/1987226
MN,1984936,SF1924,A+ Energy Act establishment,2025-02-27,1,94th Legislature 2025-2026,https://legiscan.com/MN/bill/1984936
TX,1987360,SB1692,Relating to a limitation on wind and solar installed generation capacity in the ERCOT power region.,2025-02-27,1,89th Legislature Regular Session,https://legiscan.com/TX/bill/1987360
MN,1987346,HF1738,"Renewable development account repealed, conforming changes made in associated statutes, utility solar production incentive program sunset, accounts established, and money appropriated.",2025-02-27,1,94th Legislature 2025-2026,https://legiscan.com/MN/bill/1987346
MT,1985498,HB809,Prohibit local governments from enacting red flag gun laws,2025-02-26,4,2025 Regular Session,https://legiscan.com/MT/bill/1985498
WI,1985296,SB71,Ratification of the Dietitian Licensure Compact. (FE),2025-02-26,1,2025-2026 Regular Session,https://legiscan.com/WI/bill/1985296
TX,1985693,HB3422,Relating to the removal of battery energy storage facilities.,2025-02-26,1,89th Legislature Regular Session,https://legiscan.com/TX/bill/1985693
MS,1984192,HB1903,Taxation; revise various tax credits and exemptions.,2025-02-26,6,2025 Regular Session,https://legiscan.com/MS/bill/1984192
WI,1985433,SB74,Ratification of the Social Work Licensure Compact. (FE),2025-02-26,1,2025-2026 Regular Session,https://legiscan.com/WI/bill/1985433
MT,1985687,HB811,Increase the generating capacity for customer-generated electricity,2025-02-26,6,2025 Regular Session,https://legiscan.com/MT/bill/1985687
TX,1983669,HB3356,Relating to reliability requirements for certain electric generation facilities.,2025-02-25,1,89th Legislature Regular Session,https://legiscan.com/TX/bill/1983669
TX,1982723,HB3278,Relating to the study of and incentives for the use of solar and wind energy.,2025-02-25,1,89th Legislature Regular Session,https://legiscan.com/TX/bill/1982723
MI,1983091,HB4127,"Energy: nuclear; definition of advanced nuclear reactors; provide for. Amends sec. 10h of 1939 PA 3 (MCL 460.10h). TIE BAR WITH: HB 4129'25, HB 4125'25, HB 4126'25, HB 4128'25, HB 4124'25",2025-02-25,1,103rd Legislature,https://legiscan.com/MI/bill/1983091
AR,1982368,HB1573,To Reorganize The Standing Committees And The Subject Matter Interim Committees Of The House Of Representatives.,2025-02-25,1,95th General Assembly (2025 Regular),https://legiscan.com/AR/bill/1982368
TX,1983588,HB3346,Relating to distributed energy resources.,2025-02-25,1,89th Legislature Regular Session,https://legiscan.com/TX/bill/1983588
MS,1982749,HB1879,City of Jackson Revitalization Act; create.,2025-02-25,1,2025 Regular Session,https://legiscan.com/MS/bill/1982749
MT,1983472,HB760,Establish solar consumer protection laws,2025-02-25,4,2025 Regular Session,https://legiscan.com/MT/bill/1983472
MT,1982642,SB463,Generally revise laws related to reporting of child abuse and neglect,2025-02-25,6,2025 Regular Session,https://legiscan.com/MT/bill/1982642
MI,1983411,HB4110,Property: land sales; seller disclosure statement; require to reflect yearly property taxes based on current assessed value of property. Amends sec. 7 of 1993 PA 92 (MCL 565.957).,2025-02-25,1,103rd Legislature,https://legiscan.com/MI/bill/1983411
MT,1983679,SB505,Generally revise zoning laws to prohibit the construction of wind generation facilities.,2025-02-25,6,2025 Regular Session,https://legiscan.com/MT/bill/1983679
MS,1983726,HB1894,Bonds; authorize issuance for various purposes.,2025-02-25,6,2025 Regular Session,https://legiscan.com/MS/bill/1983726
MO,1982909,SB757,"Repeals expired, terminated, sunset, and obsolete sections, and portions of sections, of law",2025-02-25,1,2025 Regular Session,https://legiscan.com/MO/bill/1982909
